Name,Day,Time,Video,Desc,Categories,Email,Phone
Midnight Howlers of San Diego,Tuesday,2:00 am,https://us02web.zoom.us/j/6663059874?pwd=REFpS2dLM2tIcGtEUXpHcjFvUFRZQT09,We ask that you support & respect others in the meeting. We look forward to meeting you as we zoom the road of happy destiny! Court Verification requests can be sent to midnighthowlerssd@gmail.com,"Big Book,Discussion,Open,Tuesday,Video",midnighthowlerssd@gmail.com,
Recovery in da House,Tuesday,2:00 am,https://zoom.us/j/8784692945,"Meeting Access Code, if any: staysober","Big Book,Closed,Discussion,Tuesday,Video",recoveryindahouse@gmail.com,
Vegas PANDEMIC! at the disco,Tuesday,2:00 am,https://us04web.zoom.us/j/722570166,"rotating through daily reflections, burning desires and various meditations.","Audio,Discussion,Open,Tuesday,Video",zoomintoaa@gmail.com,
AA Grant Us The Serenity (GUTS) - Tuesday,Tuesday,3:00 am,https://zoom.us/j/3726634285?pwd=VHVsMXBIY2d4RzczMTZJODk2YXpWdz09,"Web Site, if any: https://www.aaguts.com","Audio,Big Book,Discussion,Open,Telephone,Tuesday,Video",room@aaguts.com,2532158782
Agneswater Bigbook Study or Topic,Tuesday,3:00 am,,"Zoom Passcode, if any: billw","Audio,Big Book,Chat,Discussion,Open,Tuesday,Video",jlynch1967@hotmail.com,
On Awakening (from the UK),Tuesday,3:00 am,https://us02web.zoom.us/j/86817851815,"Meeting Access Code, if any: awaken","Audio,Open,Telephone,Tuesday,Video",onawakening@bluestripe.net,
Shivering Denizens Daily Insomniac,Tuesday,3:00 am,https://us02web.zoom.us/j/87232950952,"Zoom Passcode, if any: 151","Audio,Open,Tuesday,Video",shivdenaa@gmail.com,
Get up shut up in silent meditation,Tuesday,4:00 am,https://us04web.zoom.us/j/4248226111,"No password required, waiting room enabled.","Open,Tuesday,Video",gusuism@gmail.com,
GUSU 1 Get Up Shut Up,Tuesday,4:00 am,https://us02web.zoom.us/j/4248226111,"International Silent Meditation meeting of Alcoholics Anonymous open to all where we hope through readings, a twenty minute meditation and fellowship to expand our conscious contact with God, realise a greater freedom from the bondage of self and share emotional sobriety.","Open,Tuesday,Video",gusuism@gmail.com,
Southern Cross AA Group,Tuesday,4:00 am,http://www.southerncrossaa.blogspot.com,"8pm daily (Sydney, Australia, time zone) on PalTalk: select the Southern Cross AA Meeting Group Group to join.","Open,Tuesday,Video",janishirst@gmail.com,
Fourth Dimension Prayer & Meditation AA,Tuesday,4:15 am,https://us04web.zoom.us/j/89136475364,https://fourthdimensionaa.weebly.com,"Audio,Closed,Discussion,Meditation,Tuesday,Video",4thdimensionmtg@gmail.com,
@ AA Aussie Recovery,Tuesday,4:30 am,https://aaaussieaa.wixsite.com/skype,Email - brianedwardo@gmail.com,"Audio,Open,Tuesday,Video",brianedwardo@gmail.com,
AA-12 Step Daily Workout,Tuesday,5:00 am,https://us02web.zoom.us/j/6188402098,Eastern Standard Time,"Big Book,Closed,Tuesday,Video",AADaily12StepWorkout@gmail.com,
Crazy Monkey AA Group,Tuesday,5:00 am,https://zoom.us/j/87594927269,"Meeting Access Code, bahalana","Discussion,Open,Tuesday,Video",,
AA-Australia Unity Recovery Group,Tuesday,5:30 am,https://www.aa-oztralia.net,"9:30pm daily (Sydney, Australia, time zone) on PalTalk: to join find and select the AA-Australia Unity Recovery Group.","Audio,Open,Tuesday,Video",,
Elk Grove Fellowship - 11th Step,Tuesday,5:30 am,https://zoom.us/j/492336788,Morning Meditation meeting. No password required - waiting room enabled.,"Audio,Open,Telephone,Tuesday,Video",egfmeeting@gmail.com,"6699006833,,,,492336788"
NY / NJ Early Risers,Tuesday,5:30 am,https://us02web.zoom.us/j/385999144,Passcode: 11224,"Audio,Big Book,Discussion,Open,Tuesday,Video",nynjearlyrisers@gmail.com,
Sober Start,Tuesday,5:30 am,https://us02web.zoom.us/j/82515305518?pwd=TXYvV3pMdVhRRHlUQ3FBa2ZaN1pTZz09,"Public Email Contact, if any: soberstartsc@gmail.com","Big Book,Closed,Discussion,Open,Speaker,Tuesday,Video",soberstartsc@gmail.com,
Sunrise Sobriety,Tuesday,5:30 am,https://us02web.zoom.us/j/6594524780,Sat for a Big Book meeting,"Audio,Closed,Telephone,Tuesday,Video",sunrise.sobriety1@gmail.com,6468769923
Morning Meditation,Tuesday,5:45 am,https://us02web.zoom.us/j/718456934,Zoom ID:  718 456 934,"Audio,Closed,Discussion,Tuesday,Video",,
Big Book Step Study Meeting (India),Tuesday,6:00 am,https://meet.google.com/wdj-ghza-yuv,Big Book Study group,"Audio,Big Book,Tuesday",bigbookstudy21@gmail.com,917875872077
Columbus Serenity Web Group,Tuesday,6:00 am,http://columbusserenity.com/,Columbus Serenity Web Groups meetings are rotating format meetings using Zoom chat and phone call in. Follow the link (https://www.ColumbusSerenity.org) to find meeting joining information.,"Audio,Closed,Tuesday,Video",cgcmh1@gmail.com,
Dawn Patrol On-Line,Tuesday,6:00 am,https://us02web.zoom.us/j/85499148139,Zoom Meeting ID 854-9914-8139; Password 563826,"Audio,Open,Telephone,Tuesday,Video",Dpatrolinfo@gmail.com,13017158592
Day Opener's Online,Tuesday,6:00 am,https://us02web.zoom.us/j/86562427482,Meeting ID: 865 6242 7482,"Audio,Big Book,Discussion,Open,Speaker,Tuesday,Video",aleesali0311@gmail.com,"13017158592,,86562427482#"
Day Openers Group,Tuesday,6:00 am,https://us02web.zoom.us/j/84646826412,Passcode: stay,"Audio,Open,Tuesday,Video",dayopenersgrp@gmail.com,
Early Risers,Tuesday,6:00 am,https://zoom.us/j/954967674?pwd=Ny9KcTZDSDdLcDVabjdxWlJieTNyZz09&fbclid=IwAR0q56I27Je-BmqJb_pYv-U2Lgp8fiG280ezoc84_k98YtPZqRn3RFoz_o0,All are welcome!,"Audio,Open,Tuesday,Video",earlyrisershudson@gmail.com,
Friends In Recovery,Tuesday,6:00 am,https://us04web.zoom.us/j/9498376643,Write to FriendsInRecoverySA@gmail.com for password,"Audio,Closed,Speaker,Telephone,Tuesday,Video",FriendsInRecoverySA@gmail.com,
Good Morning QTs,Tuesday,6:00 am,https://us02web.zoom.us/j/86175981326,ZOOM PHONE INFO: 1(312)626 6799,"Audio,LGBTQIAA+,Open,Telephone,Tuesday,Video",goodmorningqts@gmail.com,"16465588656,,83946348749#"
JUST FOR TODAY,Tuesday,6:00 am,https://us02web.zoom.us/j/82779581624,https://www.jft333.org,"Audio,Big Book,Discussion,Open,Speaker,Tuesday,Video",jft7011@gmail.com,00447421079914
Life on Lifes Terms (Daily ABSI) - Lititz PA,Tuesday,6:00 am,https://us02web.zoom.us/j/83161140927,"No password required, waiting room enabled and please enter with video on.","Discussion,Open,Tuesday,Video",loltlititz@gmail.com,12678310333
Mornings on McKinley Online,Tuesday,6:00 am,https://hrmsconsultingsolutions.my.webex.com/,"Passcode, if any: MOM7","Audio,Discussion,Open,Telephone,Tuesday,Video",aamckinleymornings@gmail.com,4084189388
On Awakening Group,Tuesday,6:00 am,https://us02web.zoom.us/j/81926448621,"Zoom Passcode, if any: 061520","Big Book,Discussion,Open,Speaker,Telephone,Tuesday,Video",weekdayonawakening@gmail.com,3017158592
Orchard Beach Group,Tuesday,6:00 am,https://zoom.us/my/orchard.beach?pwd=ZTNJMEp3Zlh4OXZ5bHhrR0g2RjdRZz09,Password : shells,"Audio,Big Book,Blind / Visually Impaired,Discussion,Open,Speaker,Telephone,Tuesday,Video",orchardbe@gmail.com,7813867680
Rise and Shine,Tuesday,6:00 am,https://zoom.us/j/781539323,Daily Reflections Meeting No password required - waiting room enabled.,"Audio,Discussion,Open,Tuesday,Video",pathfinders.recovery@gmail.com,3462487799
Shantytown Underground,Tuesday,6:00 am,https://us04web.zoom.us/j/6519854995,"Zoom Passcode, if any: shantytown","Audio,Big Book,Closed,Discussion,Speaker,Tuesday,Video",shantytownunderground@gmail.com,
Solon Log Cabin Annex,Tuesday,6:00 am,http://zoom.us/j/614403779,Sat-Sun: 453 146 323         http://zoom.us/j/453146323,"Audio,Closed,Discussion,Tuesday,Video",SolonlogcabinAnnex@gmail.com,
Solution Seekers Daily Online Meeting,Tuesday,6:00 am,https://us02web.zoom.us/w/9082684250,"Meeting Access Code, if any: 9082684250 PW sobriety","Audio,Open,Tuesday,Video",bikerat70@gmail.com,
SPB Sunrise,Tuesday,6:00 am,https://us02web.zoom.us/j/82578276459,"No Password required, waiting room enabled.","Audio,Discussion,Open,Telephone,Tuesday,Video",aa.sunrise@outlook.com,"13017158592,,,,82578276459#"
Sunrise Group,Tuesday,6:00 am,https://zoom.us/j/189313345,"Zoom Passcode, if any: 254510","Big Book,Closed,Discussion,Speaker,Tuesday,Video",srqsunrisegroup@gmail.com,
Sunshine at 7am,Tuesday,6:00 am,https://us02web.zoom.us/j/5093718130?pwd=LzZrRjRwUFJhaWpxLzFSZFpFNld5QT09,Meeting Access Code: Zoom: 509 371 8130 (Pin 442),"Audio,Closed,Discussion,Telephone,Tuesday,Video",support@sunshine7am.com,"3126266799,,509 371 8130"
Swenglish Lunch Meeting,Tuesday,6:00 am,https://zoom.us/j/4554487458,Web Site:  https://zoom.us/j/4554487458,"Swedish,Tuesday",,
The Early Cup of Sobriety,Tuesday,6:00 am,https://zoom.us/j/8826558373,"Public Email Contact, if any: info@tecos.group","Audio,Big Book,Closed,Discussion,Speaker,Telephone,Tuesday,Video",info@tecos.group,"9292056099,,,8826558373#"
The Hut Clarksville TN,Tuesday,6:00 am,https://us04web.zoom.us/j/2551017,Open AA meeting every Tuesday and Thursday at 7am. (UTC-5),"Audio,Open,Tuesday,Video",thehutgroupaa@gmail.com,
Turning Point,Tuesday,6:00 am,https://us02web.zoom.us/j/5872468928,Password: AAToday,"Discussion,Open,Tuesday,Video",mwboston@gmail.com,"6178172015,,AAToday#"
Wake Up Call,Tuesday,6:00 am,https://us02web.zoom.us/j/8654737824?pwd=c3luWDJ3MnNiMlZYWTJqUTc0QzhsUT09,"We are the Wake Up Call Group of Alcoholics Anonymous. We adhere to the AA Traditions to the best of our ability. Our group has but one primary purpose-to carry its message to the alcoholic who still suffers. We do not endorse, finance, or lend the A.A. name to any related facility or outside enterprise, lest problems of money, property, and prestige divert us from our primary purpose.","Discussion,Open,Tuesday,Video",wakeupcall413@gmail.com,13017158592
Wake Up Call Daily Reflections,Tuesday,6:00 am,https://us02web.zoom.us/j/8654737824?pwd=c3luWDJ3MnNiMlZYWTJqUTc0QzhsUT09,"Public Email Contact, if any: wakeupcall413@gmail.com","Audio,Discussion,Open,Telephone,Tuesday,Video",wakeupcall413@gmail.com,"6465588656,,033259#"
WGAT Virtual - Discussion,Tuesday,6:00 am,https://zoom.us/j/886756436,www.wgatvirtual.com,"Audio,Discussion,Open,Tuesday,Video",info@wgatvirtual.com,
Women's Sober Living,Tuesday,6:00 am,,Email Contact: womensoberlivingus@gmail.com,"Audio,Closed,Discussion,Telephone,Tuesday,Women",womensoberlivingus@gmail.com,2029261201
Women's Sober LIving,Tuesday,6:00 am,,This meeting doesn’t accept anonymous phone calls.,"Closed,Telephone,Tuesday,Women",wsl7am@gmail.com,"2029261201,,,,192390#"
Happy Destiny Daily Women's,Tuesday,6:05 am,https://us02web.zoom.us/j/223188471?pwd=SUU1a0pjOE8rZTIxUXQzSm43Z1oxZz09,except every 2nd and 4th Sunday is a speaker meeting!,"Closed,Tuesday,Video",Happydestinygroup33@gmail.com,5864385747
Expect A Miracle 7:15AM,Tuesday,6:15 am,https://us02web.zoom.us/j/86553411620?pwd=WVpQeWkvWW1rZEM1cFVWR05jNGZIdz09,Web Site: https://www.eamlansdale.org/,"Audio,Open,Telephone,Tuesday,Video",eam715am@gmail.com,13126266799
Suffered Enough,Tuesday,6:15 am,https://www.uberconference.com/sufferedenough,Meetings available every day 7 days a week! Monday – As Bill Sees It; Tuesday – Daily Reflections; Wednesday – Open Topic; Thursday – Big Book; Friday – 12 and 12 (except for the fourth Friday of the month which we’ll read the Tradition of the month from the 12 and 12); Saturday – Open Topic (except for the fourth Saturday of the month which will be a speaker meeting) and Sunday – Living Sober/Came to Believe Morning meetings are literature meetings and afternoon is open topic every day!,"Audio,Big Book,Discussion,Open,Telephone,Tuesday,Video",sufferedenoughhomegroup@gmail.com,18042037970
AA Meeting Online,Tuesday,6:30 am,http://www.aameetingonline.com,Dial: 1-224-501-3412 and when prompted to enter Meeting Id# 445-854-373,"Audio,Closed,Telephone,Tuesday,Video",bill@aameetingonline.com,"12245013412,,445-854-373"
CT. Shoreline Online Group,Tuesday,6:30 am,https://zoom.us/j/916352344,"Zoom Passcode, if any: 155718","Audio,Open,Tuesday,Video",CTSHORELINEONLINE@yahoo.com,
Each Day a New Beginning Virtual,Tuesday,6:30 am,https://zoom.us/j/93329657728,Email ednbzoom@gmail.com for the passcode.,"Discussion,Tuesday,Video",ednbzoom@gmail.com,
Interstate Trudgers,Tuesday,6:30 am,https://us02web.zoom.us/j/958373029?pwd=b3l5SUJHWHl0dk9KTGIrNTFwUEJWdz09,"Zoom Passcode, if any: eyeopener","Audio,Big Book,Closed,Discussion,Tuesday,Video,Young People",interstatetrudgers@gmail.com,
Princeton Recovery Circle,Tuesday,6:30 am,https://meeting.princetonrecoverycircle.org,https://www.princetonrecoverycircle.org,"Closed,Discussion,Tuesday,Video",,
Quarantined and Sober 7:30am,Tuesday,6:30 am,https://atlantaaa.org/meetings/quarantined-and-sober-virtual/,"Public Email Contact, if any: quarantinedandsober@gmail.com","Audio,Big Book,Discussion,Open,Tuesday,Video",quarantinedandsober@gmail.com,
Serenity of The Woodlands Online,Tuesday,6:30 am,https://zoom.us/j/6190807244?pwd=WEp5dmx6VDJ2STdkNHh5L1NoZXIyQT09#success,Waiting room enabled at the discretion of the meeting chair.,"Audio,Big Book,Discussion,Open,Telephone,Tuesday,Video",info@serenity-woodlands.org,"3462487799,,,,6190807244#"
@Solution 62,Tuesday,7:00 am,http://solution62.org/,Saturday Night: Speaker meeting,"Audio,Big Book,Discussion,Open,Speaker,Telephone,Tuesday,Video",aasolution62@gmail.com,
@Solution 62,Tuesday,7:00 am,http://solution62.org/,Saturday Night: Speaker meeting,"Audio,Big Book,Discussion,Open,Speaker,Telephone,Tuesday,Video",aasolution62@gmail.com,
1st Things 1st,Tuesday,7:00 am,https://zoom.us/s/85353530603,"For meeting password, please email aabossiercity@gmail.com","Audio,Closed,Discussion,Tuesday,Video",aabossiercity@gmail.com,
AA Friends & Family,Tuesday,7:00 am,https://us02web.zoom.us/j/5082441937,Saturday: 8am Eastern -- Open Discussion; 7pm Eastern -- Speaker,"Audio,Open,Telephone,Tuesday,Video",aafriendsandfamily01@gmail.com,"13462487799,,5082441937#"
AA Women Listening to God,Tuesday,7:00 am,https://us02web.zoom.us/j/82053878126?pwd=bkRaN09zQTBnQS9NNkZxWXppZFJXQT09,"AA Women Listening to God is a closed women's 11th Step Meeting based on 2 way prayer and meditation. The format of the meeting is to read from the Big Book, 12 x 12, have 11 minutes of Meditation in silence while journaling, and then ladies may share what they have written.","Big Book,Chat,Closed,Discussion,Telephone,Tuesday,Video,Women",aawomenlisteningtogod@gmail.com,6169200084
AA-Alive,Tuesday,7:00 am,http://www.aa-alive.net/,Please note:  We do not verify attendance at meetings,"Chat,Discussion,Open,Steps / Traditions,Tuesday",Info@aa-alive.org,
How to Listen to God,Tuesday,7:00 am,https://us02web.zoom.us/j/89225779761?pwd=UUdRejFjZzRyaFJURGpZZzBkY3FRdz09#success,"Zoom Passcode, if any: 785570","Closed,Tuesday,Video,Women",howtolistentogod@gmail.com,
Little Yellow House,Tuesday,7:00 am,https://us02web.zoom.us/j/519797421?pwd=Skl1S2FkaGxpR2VsTEw0bkZacGpjZz09,"Zoom Passcode, if any: xyz32","Audio,Big Book,Open,Tuesday,Video",littleyellowhouseos@gmail.com,
"No Fees, No Dues",Tuesday,7:00 am,https://meet.jit.si/247recovery,"It is encouraged that a structured meeting begins 3 times a day, at 0700, 1500 and 2300. The meeting before the meeting and after the meeting can expand to fill the day :)","Audio,Closed,Telephone,Tuesday,Video",nofeesnodues@gmail.com,
Peacemakers,Tuesday,7:00 am,https://us02web.zoom.us/j/6437691583,www.peacemakerspg.org and sign in that way.,"Big Book,Discussion,Open,Tuesday,Video",peacemakers33982@gmail.com,
The Lighthouse,Tuesday,7:00 am,https://us02web.zoom.us/j/2750858390,Zoom # 2750858390 password 059996,"Big Book,Tuesday,Video",swansober@gmail.com,
Virtual Ducks,Tuesday,7:00 am,https://us02web.zoom.us/j/581433935,"Zoom Passcode, if any: 081596","Audio,Open,Tuesday,Video",virtualducks2021@gmail.com,3126266799
AA in the Morning (aka the Morning Zoo),Tuesday,7:15 am,https://us02web.zoom.us/j/670382735,"Meeting Access Code, if any: zoo","Big Book,Discussion,Open,Tuesday,Video",Zoom247AA@gmail.com,
Eye Openers Online,Tuesday,7:15 am,https://us02web.zoom.us/j/407807130,"Daily open meeting started over a year ago by Eye Openers home group in suburban New Orleans. Wednesdays read and discuss 12&12, topic and discussion all other days.  All are welcome.  Meets for one hour at 7:15am CT every day, indefinitely. No password required, waiting room enabled.  Attendance confirmations provided on request.","Audio,Discussion,Open,Telephone,Tuesday,Video",nolaeyeopeners@gmail.com,3462487799
Serenity Now,Tuesday,7:15 am,https://us02web.zoom.us/u/kehZ8zzolQ,Monday meetings focus on Literature: Reading and discussing from the 12&12 or Big Book. All other days a speaker chooses a topic to be discussed.,"Audio,Big Book,Closed,Discussion,Speaker,Telephone,Tuesday,Video",815SerenityNow@gmail.com,
AA Downunder Meeting,Tuesday,7:30 am,http://www.paltalk.com,"We are voice chat room for recovering alcoholics. It is a closed meeting and we have protocols that we follow, When you come in an admin will ask you to id yourself in IM. Please answer them. This way we try to keep it safe. We have over 80 members online and are still growing. Go to www.paltalk.com; get yourself a nic; and then go to health issues click on health then overcoming addictions.  IS THIS AM or PM Meeting?","Chat,Closed,Tuesday",,
AAOnline Global Chat,Tuesday,7:30 am,http://aaonline.org,Learn more about us at: aaonline.org,"Big Book,Chat,Discussion,Open,Speaker,Tuesday",ttsoberalcoholic@aaonline.org,
Attitude Adjustment Group,Tuesday,7:30 am,https://zoom.us/j/688841220,- Saturday: 12 Step discussion,"Audio,Closed,Telephone,Tuesday,Video",crystallakestmarysaa@gmail.com,"13126266799,,688841220#"
"Happy, Joyous and Free",Tuesday,7:30 am,https://us02web.zoom.us/j/2412241212,"+13126266799,,2412241212# US (Chicago)","Audio,Big Book,Discussion,Open,Tuesday,Video",Happyaa164@gmail.com,
Joy of Living,Tuesday,7:30 am,https://us02web.zoom.us/j/6243681507,joyoflifeaa.com,"Audio,Open,Tuesday,Video",,
Morning Meetings,Tuesday,7:30 am,https://us02web.zoom.us/j/88424327155,"Zoom Passcode, if any: email for password - morningmeetings88@gmail.com","Audio,Big Book,Closed,Discussion,Speaker,Telephone,Tuesday,Video",morningmeetings88@gmail.com,"19292056099,,,,88424327155#,,,,,,0#,,508568#"
Never Alone Again,Tuesday,7:30 am,http://www.neveralonegroup.org,"Please visit our website for details about the meeting, links to other meetings and to sign up as a speaker (90 days sobriety requested). We would love to hear from you.","Audio,Closed,Tuesday,Video",neveraloneagaingroup@gmail.com,
Radical Maintenance,Tuesday,7:30 am,,Telephone number 605-475-4821. Pin 757034#,"Audio,Closed,Telephone,Tuesday",Radicalmaintenance@gmail.com,"4254366324,,757034#"
Crack of Dawn Online,Tuesday,7:45 am,https://zoom.us/j/503970381,"Zoom Passcode, if any: dragon","Big Book,Discussion,Open,Speaker,Tuesday,Video",aadragonsden@gmail.com,
Dawn Patrol,Tuesday,7:45 am,https://us02web.zoom.us/j/405000945?pwd=LzB5WmVTWVZvUytLcURTNDllbTlhdz09,"Public Email Contact, if any: aadawnpatrolnm@gmail.com","Audio,Open,Tuesday,Video",aadawnpatrolnm@gmail.com,
Sober Sunrise,Tuesday,7:45 am,https://us04web.zoom.us/j/8417432452,"Zoom Passcode, if any: !Early645!","Big Book,Discussion,Open,Speaker,Tuesday,Video",sobersunrisegroup@gmail.com,
AA Shillong Online Meetings,Tuesday,8:00 am,https://us02web.zoom.us/j/5844564996,Find your local number: https://us02web.zoom.us/u/kc3brUP9L4,"Audio,Open,Tuesday,Video",AAShillongOnlineMeetings@gmail.com,9436309256
Boozers in Bathrobes,Tuesday,8:00 am,https://zoom.us/j/7383769517?pwd=dUhZSGhkalAzNUtCV2FyMXdrWHBuQT09,Pass code 505505,"Audio,Open,Tuesday,Video",boozersinbathrobes@gmail.com,
Daily Reflections with Pride,Tuesday,8:00 am,https://us02web.zoom.us/j/5223786676,"Zoom Passcode, if any: Please email DRwithPride@aol.com by 5pm ET for next day's Meeting Password.","Audio,LGBTQIAA+,Open,Tuesday,Video",DRwithPride@aol.com,
Fight Club AA -- Early Bird Meeting,Tuesday,8:00 am,https://us04web.zoom.us/j/7208952542,"Meeting Access Code, if any: code88","Audio,Discussion,Open,Tuesday,Video",info@aablogger.com,"3107041405,,code88"
Get It Together (GIT),Tuesday,8:00 am,https://us02web.zoom.us/j/278857237?pwd=Y3UyNjFkemk2YlJ3YVdYL24zckU0QT09,"Web Site, if any: http://chandleraa.com/","Audio,Discussion,Open,Telephone,Tuesday,Video",admin@chandleraa.com,6699009128
Global Speakers Group,Tuesday,8:00 am,http://globalspeakersgroup.sxl.cn/,- Meeting number and how to join can be found at: http://globalspeakersgroup.mysxl.cn/,"Big Book,Loners / Isolationists,Open,Speaker,Tuesday,Video",globalspeakersgroup@yahoo.com,
Good Morning God,Tuesday,8:00 am,,Once you have entered the meeting please press *6 to mute yourself. When we announce is sharing time you are welcomed to press *6 to unmute yourself.,"Audio,Open,Tuesday",aamorningstogether@gmail.com,
Hair of The Dog Morning Meditation AA Meeting,Tuesday,8:00 am,https://us02web.zoom.us/j/9681221958,The second Sunday Night of each month we hold our speaker meeting at 7:00pm PST.,"Audio,Discussion,Open,Telephone,Tuesday,Video",whenweretireatnightaa@gmail.com,"13126266799,,,,9681221958#"
Middle of the Formation,Tuesday,8:00 am,https://nyintergroup.zoom.us/j/9630316570,"This meeting is geared towards Veterans and First responders that are suffering from the disease of Alcoholism/Addiction. It a safe place for you to share your experiences, grief, and trauma.  All are welcome! You can leave your camera off if you wish to stay anonymous. The amount of stress must be overwhelming, just know we are here for you and you are in the right place!!!!!!!!!!!","Audio,Big Book,Discussion,Open,Speaker,Telephone,Tuesday,Video,Young People",Middleoftheformation@aol.com,
Plane of Inspiration,Tuesday,8:00 am,https://us02web.zoom.us/j/7725404263,http://spiritoftheuniverse.info,"Audio,Big Book,Discussion,Open,Tuesday,Video",spiritoftheuniverse7@gmail.com,7052421130
Portland Eye Opener,Tuesday,8:00 am,http://www.portlandeyeopener.com/WebMeetings.html,"We meet every day to stay sober and to facilitate the daily maintenance of our spiritual condition. Please join us at 6:00 a.m. Pacific Time. We have multiple meetings, large and small at different times and with different formats. Please visit our website for more info. http://www.portlandeyeopener.org/WebMeeting/","Open,Tuesday,Video",PortlandEyeOpener@gmail.com,
Tropical open AA MEETING,Tuesday,8:00 am,https://us02web.zoom.us/w/3822872050,"Meeting Access Code, if any: 101253","Discussion,Open,Tuesday,Video",imsobernfree@gmail.com,13126266799
Unity.service.recovery,Tuesday,8:00 am,https://us02web.zoom.us/j/8897167678,"Meeting Access Code, if any: None","Audio,Big Book,Discussion,Open,Speaker,Telephone,Tuesday,Video,Young People",,2698067899
Wake Up,Tuesday,8:00 am,https://us02web.zoom.us/j/82375395998,Passcode: 925387,"Big Book,Discussion,Open,Telephone,Tuesday,Video",wakeupgrouplive@gmail.com,"12532158782,,,,82375395998#"
Worldwide Primary Purpose Group,Tuesday,8:00 am,https://zoom.us/j/759556794?fbclid=IwAR1o3osJ_0e-3MEPtA9-nTVJzN1yH_wQIHTiFe5F3tdH3ippEpArXzFL8SA,"10:00 PM CST  12 & 12 - An in-depth  look at our other text, the 12 & 12","Audio,Closed,Tuesday,Video,Women",wwppg@yahoo.com,
PG & Chill,Tuesday,8:30 am,https://us02web.zoom.us/j/802496652,Password 960328,"Audio,Open,Telephone,Tuesday,Video",superdave1212@mac.com,"16699006833,,802496652"
Rocklin Fellowship 6:30 am Co-Ed Topic Meeting,Tuesday,8:30 am,https://zoom.us/j/607503214,The password for all meetings is Rocklin.,"Discussion,Open,Tuesday,Video",rocklinfwpaa@gmail.com,
Share What Works for You,Tuesday,8:30 am,https://us02web.zoom.us/j/9795465211,https://sharewhatworksforyou.wordpress.com,"Open,Secular,Tuesday,Video",sharewhatworksforyou@gmail.com,
Upland California Attitude Adjustment Meeting,Tuesday,8:30 am,https://us02web.zoom.us/j/370763329,We're an open meeting where love and tolerance is our code while adhering to the 12 Traditions.  Out-of-area members are welcome.,"Big Book,Discussion,Open,Telephone,Tuesday,Video",ivrsmorningmeeting@gmail.com,16699006833
Woodland Online Group,Tuesday,8:30 am,https://aawoodland.org/virtual-meetings-woodland,Meeting ID: 250 567 582,"Audio,Big Book,Open,Speaker,Steps / Traditions,Tuesday,Video",woodlandgrouponline@gmail.com,
1 Hole In The Sky AA Meetings: AA Spiritual Discussion,Tuesday,8:45 am,https://zoom.us/j/705311870,Monday to Friday: AA Spiritual Discussion 6:45am PST - Meeting ID: 705-311-870,"Audio,Open,Tuesday,Video",holeinthesky.zoom@gmail.com,
Paragraph Group,Tuesday,8:45 am,https://us04web.zoom.us/j/401614940,"We use Zoom video conferencing, but people can also call-in to the meeting by telephone. The meeting is held 7 days a week from 8:45 am to 9:45 am Central Time. Everyone is welcome to attend! Experience, strength, and hope from Bowling Green, Kentucky","Audio,Discussion,Open,Telephone,Tuesday,Video",susanne.anon.kentucky@gmail.com,"3017158592,,401 614 940"
7 & Sober,Tuesday,9:00 am,https://us02web.zoom.us/j/198638083?pwd=K1NKWDBwbFVYeFJ1T2NJTDNtSWpEQT09,"Based in Bothell, WA USA","Big Book,Discussion,Open,Tuesday,Video,Young People",7sober@gmail.com,
AA Came to Believe 12 Steps & 12 Traditions,Tuesday,9:00 am,https://us02web.zoom.us/j/5312148605?pwd=ajlUTlNmaHVjSmhEVExCQjd5dmVUUT09,"Zoom Passcode, if any: serenity","Audio,Closed,Discussion,Tuesday,Video",cametobelieve12and12@gmail.com,
As Bill Sees It,Tuesday,9:00 am,https://us02web.zoom.us/j/ 7926179050,Waiting Room is used/enabled,"Closed,Tuesday,Video",ABSInewcomersCM@gmail.com,
As She Sees It,Tuesday,9:00 am,https://us02web.zoom.us/j/4514784571?pwd=ZEVzZ2FsV3diUzNVRHI2VUozTGd4UT09,"Meeting Access Code, if any: badndabx","Audio,Closed,Discussion,Tuesday,Video,Women",AsSheSeesItBx@gmail.com,
Capital City Group,Tuesday,9:00 am,https://zoom.us/j/4864850129,"Zoom Passcode, if any: cc","Big Book,Discussion,Open,Tuesday,Video",capitalcityaa@outlook.com,
Central Eastside Group (Saginaw),Tuesday,9:00 am,http://aavideochat.com,One hour regular meeting,"Audio,Closed,Tuesday,Video",saginawgeorge@gmail.com,
First Things First,Tuesday,9:00 am,https://us02web.zoom.us/j/89673671863,"Zoom Passcode, if any: coffee","Audio,Big Book,Open,Tuesday,Video",firstthingsfirst7am@gmail.com,
Freedom from Alcohol Group,Tuesday,9:00 am,paltalk://group/3874453,paltalk://group/3874453,"Audio,Open,Tuesday",,
Get up shut up in silent meditation,Tuesday,9:00 am,https://us04web.zoom.us/j/4248226111,"No password required, waiting room enabled.","Open,Tuesday,Video",gusuism@gmail.com,
GUSU 2 Get up Shut Up,Tuesday,9:00 am,https://us02web.zoom.us/j/4248226111,On-Line Meeting link https://us02web.zoom.us/j/4248226111,"Open,Tuesday,Video",gusuism@gmail.com,
Harlem Sober,Tuesday,9:00 am,https://zoom.us/j/246420189,Meeting ID: 246 420 189,"Audio,Closed,Tuesday,Video",District620meeting@gmail.com,
